Estimate ID,In General Export,In Our Database,In Detailed Export,Status,Division,Price
EST2481584,Yes,Yes,No,Estimate In Progress,LE Tree Care,100
EST2481613,Yes,Yes,No,Estimate In Progress,LE Tree Care,100
EST2479033,Yes,Yes,No,Estimate In Progress,LE Landscapes,247.5
EST2480814,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2481824,Yes,Yes,No,Estimate In Progress,LE Tree Care,100
EST2481839,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2481852,Yes,Yes,No,Estimate In Progress,LE Tree Care,75
EST2481872,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2481890,Yes,Yes,No,Estimate In Progress,LE Tree Care,25
EST2481908,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2480887,Yes,Yes,No,Estimate In Progress,LE Paving,569.9
EST2481189,Yes,Yes,No,Estimate In Progress,LE Landscapes,999.15
EST2481810,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2480355,Yes,Yes,No,Estimate In Progress,LE Paving,619.34
EST2480069,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2480077,Yes,Yes,No,Estimate In Progress,LE Paving,590.5
EST2480961,Yes,Yes,No,Estimate In Progress,LE Tree Care,13.32
EST2481928,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2481943,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2481974,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2481990,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2482011,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2482032,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2482051,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2482063,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2482084,Yes,Yes,No,Estimate In Progress,LE Tree Care,25
EST2482119,Yes,Yes,No,Estimate In Progress,LE Tree Care,25
EST2482126,Yes,Yes,No,Estimate In Progress,LE Tree Care,50
EST2475766,Yes,Yes,No,Estimate In Progress,LE Tree Care,104.18
EST2476842,Yes,Yes,No,Estimate In Progress,LE Tree Care,3263.11
EST2476603,Yes,Yes,No,Estimate In Progress,LE Tree Care,12.22
EST2476475,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2472762,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),122.8
EST1328672,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),696.5
EST1328674,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),189
EST2468909,Yes,Yes,No,Estimate In Progress,LE Paving,822.07
EST2469411,Yes,Yes,No,Estimate In Progress,LE Paving,1159.55
EST2470068,Yes,Yes,No,Estimate In Progress,LE Paving,406.4
EST2469506,Yes,Yes,No,Estimate In Progress,LE Paving,393.95
EST2469065,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2468678,Yes,Yes,No,Estimate In Progress,LE Tree Care,12.22
EST2468228,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2468244,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2468522,Yes,Yes,No,Estimate In Progress,LE Paving,2560.97
EST2470032,Yes,Yes,No,Contract Signed,LE Paving,1233.71
EST1327311,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),122.5
EST2469838,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2464817,Yes,Yes,No,Estimate In Progress,LE Landscapes,287.91
EST2464489,Yes,Yes,No,Review + Approve,LE Landscapes,24.75
EST2465249,Yes,Yes,No,Estimate In Progress,LE Paving,1278.67
EST1325429,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2463955,Yes,Yes,No,Estimate In Progress,LE Landscapes,783.63
EST2464077,Yes,Yes,No,Estimate In Progress,LE Landscapes,7805.7
EST2461798,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),41.25
EST2460621,Yes,Yes,No,Estimate In Progress,LE Paving,815.23
EST1324463,Yes,Yes,No,Estimate Lost,Snow,11960
EST1324510,Yes,Yes,No,Estimate Lost,Snow,11960
EST2458429,Yes,Yes,No,Estimate In Progress,LE Landscapes,186583.67
EST1322530,Yes,Yes,No,Estimate Lost,Snow,18200
EST2455614,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2450666,Yes,Yes,No,Billing Complete,Parking Lot Sweeping,0
EST2452013,Yes,Yes,No,Estimate In Progress,LE Paving,535.81
EST1319859,Yes,Yes,No,Contract + Billing Complete,Parking Lot Sweeping,140
EST1319937,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST1320539,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,175
EST1320740,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,206.5
EST1320783,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,164.5
EST2452943,Yes,Yes,No,Estimate In Progress,LE Landscapes,135.56
EST2445698,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),278.3
EST1319351,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),140
EST1319403,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),140
EST2447386,Yes,Yes,No,Estimate In Progress,LE Landscapes,47.88
EST2444225,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),204.95
EST2444261,Yes,Yes,No,Estimate In Progress,LE Paving,1192.51
EST2442443,Yes,Yes,No,Review + Approve,LE Landscapes,346.5
EST2442476,Yes,Yes,No,Review + Approve,LE Landscapes,420.75
EST2442539,Yes,Yes,No,Review + Approve,LE Landscapes,222.75
EST2442642,Yes,Yes,No,Review + Approve,LE Landscapes,74.25
EST2442408,Yes,Yes,No,Review + Approve,LE Landscapes,321.75
EST2442583,Yes,Yes,No,Review + Approve,LE Landscapes,74.25
EST2442617,Yes,Yes,No,Review + Approve,LE Landscapes,148.5
EST2440988,Yes,Yes,No,Estimate In Progress,LE Landscapes,2520.43
EST2440537,Yes,Yes,No,Estimate In Progress,LE Landscapes,458.64
EST2437879,Yes,Yes,No,Estimate In Progress,LE Landscapes,1237.5
EST2440362,Yes,Yes,No,Review + Approve,LE Landscapes,198
EST2440394,Yes,Yes,No,Review + Approve,LE Landscapes,371.25
EST2440443,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),36.56
EST2436969,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2440333,Yes,Yes,No,Review + Approve,LE Landscapes,222.75
EST2439955,Yes,Yes,No,Review + Approve,LE Landscapes,445.5
EST2440302,Yes,Yes,No,Review + Approve,LE Landscapes,544.5
EST2435415,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2436595,Yes,Yes,No,Estimate In Progress,LE Tree Care,12.22
EST2436614,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2436971,Yes,Yes,No,Estimate In Progress,LE Landscapes,646.94
EST2430657,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2430529,Yes,Yes,No,Estimate In Progress,LE Paving,451.63
EST2430228,Yes,Yes,No,Estimate In Progress,LE Paving,2397
EST2430844,Yes,Yes,No,Estimate In Progress,LE Paving,1290.04
EST2427356,Yes,Yes,No,Estimate In Progress,LE Landscapes,1897.56
EST2425602,Yes,Yes,No,Review + Approve,LE Landscapes,445.5
EST2426787,Yes,Yes,No,Review + Approve,LE Landscapes,24.75
EST2426836,Yes,Yes,No,Review + Approve,LE Landscapes,990
EST2427238,Yes,Yes,No,Contract Signed,LE Landscapes,49.5
EST2425091,Yes,Yes,No,Contract Signed,LE Paving,956.91
EST2426670,Yes,Yes,No,Review + Approve,LE Landscapes,24.75
EST1307816,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1438.78
EST2420114,Yes,Yes,No,Estimate In Progress,LE Tree Care,12.22
EST2420574,Yes,Yes,No,Estimate In Progress,LE Paving,9486.21
EST2420113,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2421865,Yes,Yes,No,Estimate In Progress,LE Landscapes,2198.64
EST2420117,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST1307316,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),85.39
EST2420109,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2420111,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2421078,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2420987,Yes,Yes,No,Contract Signed,LE Landscapes,982.49
EST2420115,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2419776,Yes,Yes,No,Contract Signed,LE Paving,0
EST1302965,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1923.04
EST2414521,Yes,Yes,No,Estimate In Progress,LE Landscapes,9792.73
EST2405204,Yes,Yes,No,Estimate In Progress,LE Paving,1120.41
EST2406756,Yes,Yes,No,Contract Signed,LE Landscapes,9311.36
EST2405407,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST1299126,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2404479,Yes,Yes,No,Estimate In Progress,LE Landscapes,4450.74
EST2403206,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST1298253,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),210
EST2397798,Yes,Yes,No,Estimate In Progress,LE Irrigation,481.13
EST2396492,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),50.1
EST2396089,Yes,Yes,No,Contract Signed,LE Paving,453.69
EST2394227,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2395628,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2396644,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),85.93
EST1289861,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),985.25
EST1289941,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),803.75
EST1289957,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),894.5
EST1289977,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),894.5
EST1290035,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),985.25
EST1290276,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1289928,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST2389918,Yes,Yes,No,Work Complete,LE Maintenance (Summer/Winter),49.1
EST1287301,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1287305,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1768
EST1287307,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),17.5
EST1287308,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1326
EST1287309,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1287311,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),52.5
EST1287312,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),115.5
EST1287317,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1287319,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),625.05
EST1287324,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),2612.5
EST1287288,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),596.7
EST1287293,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1287328,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1287330,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),469
EST1287345,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1768
EST1287349,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),35
EST1287350,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),175
EST2386075,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2381689,Yes,Yes,No,Work Complete,LE Maintenance (Summer/Winter),0
EST1287187,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),86.62
EST2383956,Yes,Yes,No,Review + Approve,LE Landscapes,49.5
EST2382564,Yes,Yes,No,Review + Approve,LE Landscapes,792
EST2383646,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST2382619,Yes,Yes,No,Review + Approve,LE Landscapes,123.75
EST2383159,Yes,Yes,No,Review + Approve,LE Landscapes,222.75
EST2383678,Yes,Yes,No,Review + Approve,LE Landscapes,396
EST2379948,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),364.65
EST1282892,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,107.53
EST2380027,Yes,Yes,No,Estimate In Progress,LE Landscapes,1229.98
EST1281145,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),372.46
EST1281204,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),350.11
EST1281458,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),570.8
EST2374487,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2373605,Yes,Yes,No,Estimate In Progress,LE Tree Care,12.22
EST2373735,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2371622,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST1278920,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),279.86
EST1279063,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),424.06
EST2369928,Yes,Yes,No,Review + Approve,LE Landscapes,148.5
EST2371345,Yes,Yes,No,Contract Signed,LE Landscapes,74.25
EST1278001,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2370445,Yes,Yes,No,Review + Approve,LE Landscapes,222.75
EST2370777,Yes,Yes,No,Review + Approve,LE Landscapes,173.25
EST2370502,Yes,Yes,No,Review + Approve,LE Landscapes,1361.25
EST2370687,Yes,Yes,No,Review + Approve,LE Landscapes,1980
EST2365618,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1276661,Yes,Yes,No,Estimate In Progress,LE Landscapes,5.52
EST2363660,Yes,Yes,No,Review + Approve,LE Landscapes,1386
EST2363764,Yes,Yes,No,Review + Approve,LE Landscapes,1534.5
EST2363817,Yes,Yes,No,Review + Approve,LE Landscapes,1460.25
EST1274640,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),388.31
EST1274743,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),477.92
EST1274774,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),170.26
EST2362371,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2362415,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST1273220,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),307.81
EST1273225,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1692.76
EST1273228,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),660.24
EST1273232,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),265.14
EST1273236,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),436.75
EST2363551,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST1273214,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),396.46
EST2362485,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST1271483,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),53.54
EST1271725,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),147.12
EST1271952,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),243.53
EST1272002,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),97.23
EST1272031,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),97.23
EST1272079,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2359357,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),497.46
EST1269875,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1269680,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),76.7
EST1269154,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),633.57
EST1268875,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),25026.69
EST1267427,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),581.72
EST1267430,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),87.63
EST1267433,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),477.95
EST1267435,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),477.95
EST1267441,Yes,Yes,No,Estimate In Progress,Snow,18.77
EST1267442,Yes,Yes,No,Estimate In Progress,Snow,18.77
EST1267450,Yes,Yes,No,Estimate In Progress,Snow,430.17
EST1266943,Yes,Yes,No,Estimate In Progress,Snow,12.38
EST1266102,Yes,Yes,No,Estimate In Progress,Snow,0
EST2352096,Yes,Yes,No,Estimate In Progress,LE Tree Care,24.44
EST2352202,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2351973,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2352038,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2353189,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST1266027,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),258.43
EST1265876,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),26.77
EST1265901,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),26.77
EST1266222,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),51.66
EST1266785,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),596.49
EST1263861,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),133.78
EST1263863,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),398.5
EST1264116,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),477.95
EST1264242,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),426.75
EST1264743,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),477.95
EST2347318,Yes,Yes,No,Estimate In Progress,LE Tree Care,24.44
EST1263867,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),506.58
EST1263869,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),96.19
EST1263870,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),235.6
EST2348140,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1265108,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),26.77
EST1265137,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),26.77
EST1265199,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),26.77
EST1265219,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),26.77
EST1265237,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),26.77
EST1265312,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),26.77
EST2349467,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),1207.22
EST2346502,Yes,Yes,No,Work Complete,LE Landscapes,544.5
EST2345720,Yes,Yes,No,Review + Approve,LE Landscapes,346.5
EST2346551,Yes,Yes,No,Contract Signed,LE Landscapes,3960
EST1733599,Yes,Yes,No,Contract Signed,LE Paving,2613.27
EST2345643,Yes,Yes,No,Work Complete,LE Landscapes,544.5
EST2345446,Yes,Yes,No,Review + Approve,LE Landscapes,544.5
EST2345558,Yes,Yes,No,Review + Approve,LE Landscapes,321.75
EST2343015,Yes,Yes,No,Review + Approve,LE Landscapes,530.4
EST2341283,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2341286,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2341291,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2341083,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST2343621,Yes,Yes,No,Review + Approve,LE Landscapes,198
EST2339423,Yes,Yes,No,Estimate In Progress,LE Tree Care,0
EST1255040,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,776.62
EST1255058,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,2090.9
EST1255118,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,1792.2
EST2341035,Yes,Yes,No,Estimate In Progress,LE Tree Care,24.44
EST1253823,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),84.7
EST1253826,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),242
EST1253829,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),363
EST1253837,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),193.6
EST1253841,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),60.5
EST1253847,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),181.5
EST1253854,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),121
EST1253862,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),121
EST1253865,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1253874,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1253894,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1253900,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),121
EST1253902,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),121
EST1253913,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),423.5
EST1253914,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),60.5
EST1253916,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),363
EST1253918,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),39.94
EST1253920,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),108.9
EST1253925,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),133.1
EST1253926,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),84.7
EST1253928,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),60.5
EST1253929,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),60.5
EST1253930,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),157.3
EST1253933,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),157.3
EST1247153,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),553.32
EST1247464,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),549.14
EST1247572,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),259.7
EST1247982,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),816.2
EST1246868,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),288.46
EST1246599,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),415.3
EST1244728,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),365.89
EST1244918,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),177.45
EST2329558,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1245414,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),207.01
EST2329280,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST1245819,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),37.98
EST1245129,Yes,Yes,No,Estimate In Progress,Snow,1200
EST1245203,Yes,Yes,No,Estimate In Progress,Snow,1200
